t,S_t,r_t,In_0,An_0,En_0,On_0,phi_0,fn_0,erreur_0,G_0,In_1,An_1,En_1,On_1,phi_1,fn_1,erreur_1,G_1,In_2,An_2,En_2,On_2,phi_2,fn_2,erreur_2,G_2,In_3,An_3,En_3,On_3,phi_3,fn_3,erreur_3,G_3,In_4,An_4,En_4,On_4,phi_4,fn_4,erreur_4,G_4
0.000,0.000000,1.618000,0.100000,0.002241,0.268941,0.000000,0.000000,0.700000,0.268941,-0.149108,0.100000,0.000001,0.500000,0.000000,0.000000,1.216300,0.500000,-0.272253,0.100000,0.000000,0.700000,0.000000,0.000000,1.183987,0.700000,-0.372235,0.100000,0.000042,0.400000,0.000000,0.000000,1.857845,0.400000,-0.219791,0.100000,0.000000,0.600000,0.000000,0.000000,2.702997,0.600000,-0.323145
1.000,-0.008588,1.648902,0.293459,0.049152,0.090490,-0.004732,0.040172,0.700000,0.095222,-0.050620,0.293459,0.068799,0.176202,0.006847,0.045797,1.227171,0.169355,-0.089503,0.293459,0.015732,0.244535,0.001543,0.043663,1.211726,0.242992,-0.127583,0.293459,0.035925,0.134783,-0.002022,0.036640,1.899007,0.136806,-0.072494,0.293459,0.027910,0.210232,-0.002766,0.034437,2.765638,0.212998,-0.112142
2.000,-0.058173,1.676779,0.406809,0.119515,0.078093,0.007310,0.076412,0.700000,0.070783,-0.036949,0.406809,0.250764,0.112579,0.002227,0.085639,1.237123,0.110353,-0.057307,0.406809,0.289514,0.143720,0.003177,0.082222,1.235959,0.140543,-0.072690,0.406809,0.036598,0.045168,-0.002851,0.070282,1.936231,0.048019,-0.025139,0.406809,0.194382,0.088534,-0.018929,0.066347,2.823315,0.107463,-0.055827
3.000,-0.046281,1.698902,0.406809,0.117027,0.004515,0.012039,0.105172,0.700000,-0.007524,0.003946,0.406809,0.054916,0.052036,-0.008438,0.114357,1.244456,0.060474,-0.031321,0.406809,0.078726,0.066909,-0.011739,0.111175,1.257051,0.078648,-0.040594,0.406809,0.047765,0.002396,-0.003531,0.098177,1.968166,0.005927,-0.003101,0.406809,0.062802,0.049537,-0.007053,0.093395,2.871861,0.056590,-0.029331
4.000,-0.052014,1.713106,0.293459,0.091243,-0.021146,-0.010658,0.123637,0.700000,-0.010488,0.005244,0.293459,0.156686,-0.004640,0.002475,0.128250,1.249782,-0.007114,0.003554,0.293459,0.246931,0.004159,0.018965,0.127150,1.270321,-0.014806,0.007411,0.293459,0.088217,-0.014484,-0.001921,0.118053,1.988552,-0.012562,0.006285,0.293459,0.072480,0.031189,-0.006866,0.113617,2.903300,0.038055,-0.018792
5.000,-0.030101,1.718000,0.100000,0.083378,0.024826,-0.010376,0.130000,0.700000,0.035202,-0.052372,0.100000,0.084834,0.002554,0.080261,0.125570,1.251427,-0.077707,0.114932,0.100000,0.164548,0.022273,0.099167,0.128300,1.274313,-0.076895,0.113748,0.100000,0.092008,-0.019110,-0.003037,0.128300,1.994821,-0.016074,0.023942,0.100000,0.070157,0.026649,-0.035278,0.125570,2.913552,0.061927,-0.091840
6.000,-0.046914,1.713106,0.001000,0.068715,-0.005778,0.034537,0.123637,0.700000,-0.040315,0.030466,0.001000,0.131306,0.015083,-0.005814,0.106746,1.249466,0.020898,-0.006054,0.001000,0.171514,0.019469,-0.066883,0.114520,1.269937,0.086352,-0.051079,0.001000,0.098610,-0.008408,-0.016177,0.128104,1.987948,0.007769,-0.014057,0.001000,0.137241,0.006417,0.027032,0.128433,2.902782,-0.020615,0.015583
7.000,-0.096598,1.698902,0.001000,0.071902,-0.010422,-0.014801,0.105172,0.700000,0.004379,-0.002188,0.001000,0.126973,0.004886,-0.051581,0.074321,1.244498,0.056467,-0.106701,0.001000,0.152556,-0.001596,-0.057844,0.087457,1.257151,0.056249,-0.039691,0.001000,0.104864,-0.000068,-0.041547,0.117511,1.967934,0.041479,-0.007703,0.001000,0.146441,-0.006045,0.041598,0.122073,2.871663,-0.047642,0.023570
8.000,-0.042430,1.676779,0.001000,0.071769,0.007935,-0.018658,0.076412,0.700000,0.026593,-0.018630,0.001000,0.126421,-0.007924,-0.030095,0.032604,1.236717,0.022171,-0.002760,0.001000,0.162775,-0.011070,-0.036780,0.050309,1.237100,0.025711,-0.011737,0.001000,0.105516,0.006170,-0.004014,0.097422,1.937451,0.010184,-0.020987,0.001000,0.149343,0.007527,-0.038703,0.107041,2.824338,0.046231,-0.032380
9.000,-0.040407,1.648902,0.001000,0.070877,0.003833,0.026599,0.040172,0.700000,-0.022766,0.009709,0.001000,0.134213,-0.012706,0.013169,-0.012909,1.226832,-0.025875,0.057633,0.001000,0.164886,-0.013523,-0.037216,0.007448,1.211492,0.023692,-0.016585,0.001000,0.108418,-0.007696,0.025599,0.069514,1.898821,-0.033295,0.003209,0.001000,0.140579,-0.003100,-0.032254,0.084528,2.765485,0.029154,-0.012365
10.000,-0.077963,1.618000,0.100000,0.083368,-0.011736,-0.000000,0.000000,0.700000,-0.011736,0.008215,0.100000,0.156529,-0.009965,0.051089,-0.056263,1.216084,-0.061055,0.003280,0.100000,0.179121,-0.010409,-0.062261,-0.036098,1.183814,0.051852,0.002830,0.100000,0.126303,0.008908,-0.025239,0.036098,1.857751,0.034147,0.001223,0.100000,0.165735,-0.009346,0.015743,0.056263,2.702920,-0.025089,0.000659
11.000,-0.161737,1.587098,0.293459,0.103014,0.004627,-0.038646,-0.040172,0.700000,0.043273,0.000086,0.293459,0.187697,-0.002631,0.075023,-0.091843,1.205314,-0.077654,0.024152,0.293459,0.215715,0.005630,-0.082726,-0.075240,1.156009,0.088356,0.001250,0.293459,0.159120,-0.012422,-0.003481,-0.000075,1.817391,-0.008941,0.000701,0.293459,0.214246,-0.012411,0.035493,0.024376,2.642189,-0.047904,0.004053
12.000,-0.131781,1.559221,0.406809,0.118811,0.013948,0.030788,-0.076412,0.700000,-0.016840,0.002595,0.406809,0.209167,0.008674,0.073702,-0.115104,1.195566,-0.065028,0.012665,0.406809,0.287154,0.028418,-0.047033,-0.105425,1.131994,0.075451,-0.000918,0.406809,0.167346,0.006938,0.045708,-0.036042,1.782176,-0.038769,0.019818,0.406809,0.241859,-0.013900,0.041985,-0.008769,2.589403,-0.055885,0.010451
13.000,-0.129409,1.537098,0.406809,0.120434,-0.015613,0.024068,-0.105172,0.700000,-0.039681,0.005842,0.406809,0.227605,0.019002,0.038911,-0.123170,1.188409,-0.019908,0.014613,0.406809,0.268945,0.027473,0.036965,-0.123174,1.112598,-0.009492,0.000094,0.406809,0.169075,-0.000788,-0.064605,-0.068877,1.754519,0.063817,0.003583,0.406809,0.253213,-0.014356,0.070784,-0.040759,2.548434,-0.085139,0.015310
14.000,-0.143868,1.522894,0.293459,0.102386,-0.002694,-0.040213,-0.123637,0.700000,0.037519,-0.009616,0.293459,0.215871,0.017958,-0.028541,-0.115192,1.183711,0.046500,-0.011651,0.293459,0.224295,0.016364,0.052643,-0.126481,1.101452,-0.036279,0.006546,0.293459,0.149929,-0.000877,0.053563,-0.095931,1.738537,-0.054440,0.053835,0.293459,0.211954,-0.004487,0.076201,-0.069312,2.523804,-0.080687,0.026695
15.000,-0.096854,1.518000,0.100000,0.083295,0.012595,0.004319,-0.130000,0.700000,0.008276,-0.001612,0.100000,0.152343,0.005681,-0.058790,-0.092447,1.181489,0.064471,-0.074552,0.100000,0.186586,0.012826,0.030844,-0.115044,1.096700,-0.018018,0.000339,0.100000,0.120155,-0.006798,-0.010458,-0.115044,1.732227,0.003660,0.000012,0.100000,0.178370,0.005701,-0.068722,-0.092447,2.514760,0.074423,-0.011212
16.000,-0.074615,1.522894,0.001000,0.071351,-0.004166,0.025849,-0.123637,0.700000,-0.030015,0.000944,0.001000,0.128793,-0.009571,-0.025277,-0.058134,1.182977,0.015706,0.000217,0.001000,0.177614,0.011969,-0.041556,-0.090295,1.100863,0.053525,-0.011207,0.001000,0.106339,0.001169,-0.040982,-0.124727,1.738312,0.042151,-0.059741,0.001000,0.152154,-0.002199,0.046689,-0.108625,2.523633,-0.048888,0.002514
17.000,-0.092178,1.537098,0.001000,0.071735,-0.007959,-0.019210,-0.105172,0.700000,0.011251,-0.003092,0.001000,0.131813,-0.007294,0.049107,-0.016939,1.187847,-0.056401,0.095174,0.001000,0.163499,-0.010494,-0.035744,-0.055218,1.112750,0.025250,-0.012171,0.001000,0.106147,0.000286,-0.038151,-0.124270,1.755417,0.038437,-0.018364,0.001000,0.156126,-0.004233,0.057075,-0.116854,2.549124,-0.061309,0.017977
18.000,-0.040522,1.559221,0.001000,0.072126,0.009187,-0.015127,-0.076412,0.700000,0.024313,0.000619,0.001000,0.132881,0.009613,-0.010568,0.025620,1.195988,0.020181,0.000359,0.001000,0.158703,0.003703,0.044390,-0.013989,1.132166,-0.040687,0.013153,0.001000,0.105504,-0.005746,0.017783,-0.113802,1.782630,-0.023529,0.045243,0.001000,0.143157,0.005387,-0.032795,-0.116749,2.589757,0.038182,0.001531
19.000,-0.048004,1.587098,0.001000,0.071199,0.003007,0.027417,-0.040172,0.700000,-0.024410,0.008755,0.001000,0.127884,-0.007589,-0.027858,0.063927,1.205167,0.020269,-0.043703,0.001000,0.166137,-0.010752,-0.007549,0.028521,1.156702,-0.003203,0.002019,0.001000,0.104090,0.003793,-0.006607,-0.094264,1.817914,0.010401,-0.006541,0.001000,0.145823,-0.005535,0.054525,-0.108536,2.642604,-0.060060,0.021532
20.000,-0.101489,1.618000,0.100000,0.083367,-0.011560,-0.000000,-0.000000,0.700000,-0.011560,0.000139,0.100000,0.148214,0.003600,0.049795,0.093026,1.216325,-0.046195,0.001879,0.100000,0.200929,0.008214,-0.073306,0.067328,1.183602,0.081520,-0.030770,0.100000,0.124137,-0.005826,0.037577,-0.067328,1.857366,-0.043403,0.017061,0.100000,0.168322,-0.003606,0.015668,-0.093026,2.702609,-0.019274,0.007642
21.000,-0.107867,1.648902,0.293459,0.103798,0.003524,-0.039971,0.040172,0.700000,0.043494,-0.015046,0.293459,0.190761,0.001597,-0.072521,0.109270,1.227759,0.074118,-0.042946,0.293459,0.217253,0.008085,0.013396,0.097920,1.212371,-0.005311,0.001910,0.293459,0.159700,-0.000707,-0.046991,-0.035250,1.898765,0.046285,-0.016001,0.293459,0.206118,-0.005835,0.031702,-0.071528,2.765438,-0.037536,0.013452
22.000,-0.274077,1.676779,0.406809,0.120209,0.015385,0.025211,0.076412,0.700000,-0.009826,0.003150,0.406809,0.235415,-0.011109,0.093277,0.110788,1.236840,-0.104386,0.034368,0.406809,0.272573,-0.014501,0.108462,0.116790,1.237053,-0.122964,0.047759,0.406809,0.178030,0.005606,-0.042599,-0.000680,1.936462,0.048205,-0.038000,0.406809,0.222089,-0.007451,0.056591,-0.045737,2.823509,-0.064042,0.020895
23.000,-0.153486,1.698902,0.406809,0.119725,-0.013348,0.032061,0.105172,0.700000,-0.045408,0.017838,0.406809,0.251422,0.014842,-0.069818,0.097706,1.243764,0.084660,-0.082418,0.406809,0.239066,-0.015769,-0.046500,0.121836,1.256513,0.030731,-0.012075,0.406809,0.189939,-0.007511,0.075865,0.033562,1.967533,-0.083376,0.032480,0.406809,0.232414,-0.005892,0.021766,-0.017591,2.871322,-0.027658,0.010930
24.000,-0.123694,1.713106,0.293459,0.103850,-0.006454,-0.037622,0.123637,0.700000,0.031169,-0.012243,0.293459,0.209716,-0.012628,0.008048,0.072100,1.250159,-0.020676,0.008193,0.293459,0.244901,0.010294,-0.014762,0.112603,1.271090,0.025056,-0.009881,0.293459,0.165757,0.003648,-0.066250,0.064719,1.988890,0.069898,-0.082463,0.293459,0.201796,0.007105,-0.074647,0.010873,2.903589,0.081751,-0.030850
25.000,-0.112269,1.718000,0.100000,0.083367,0.012818,-0.004323,0.130000,0.700000,0.017141,-0.009395,0.100000,0.150383,0.001698,0.059149,0.037680,1.250925,-0.057451,0.079748,0.100000,0.185119,-0.014858,-0.054850,0.090320,1.274115,0.039991,-0.021800,0.100000,0.120613,-0.004050,-0.032834,0.090320,1.994660,0.028784,-0.015735,0.100000,0.175954,0.002283,-0.059112,0.037680,2.913413,0.061395,-0.033266
26.000,-0.030474,1.713106,0.001000,0.071404,-0.001688,0.028045,0.123637,0.700000,-0.029733,0.017183,0.001000,0.132767,0.013295,0.005406,-0.000737,1.249380,0.007888,-0.004570,0.001000,0.177368,-0.021982,0.012517,0.057741,1.269963,-0.034499,0.019927,0.001000,0.107989,0.003790,-0.041704,0.108378,1.988108,0.045494,-0.072324,0.001000,0.144676,0.004562,0.005222,0.061057,2.902919,-0.000660,0.000383
27.000,-0.036598,1.698902,0.001000,0.072114,-0.009466,-0.014411,0.105172,0.700000,0.004946,-0.001973,0.001000,0.134458,0.013293,-0.030391,-0.037903,1.244504,0.043684,-0.017011,0.001000,0.174556,-0.024332,-0.023122,0.018806,1.257159,-0.001209,0.002177,0.001000,0.107969,-0.007650,0.036548,0.117545,1.968217,-0.044198,0.017369,0.001000,0.152046,0.007665,-0.020265,0.079548,2.871904,0.027930,-0.010994
28.000,-0.082785,1.676779,0.001000,0.072029,0.008271,-0.018665,0.076412,0.700000,0.026936,-0.053765,0.001000,0.133551,0.012429,-0.036338,-0.068852,1.236786,0.048768,-0.018919,0.001000,0.169449,0.016150,-0.050699,-0.021839,1.237070,0.066849,-0.025561,0.001000,0.105249,-0.001992,0.042020,0.117214,1.937183,-0.044012,0.017297,0.001000,0.156191,-0.012649,0.033424,0.092104,2.824114,-0.046073,0.091715
29.000,-0.087285,1.648902,0.001000,0.071501,0.003977,0.026824,0.040172,0.700000,-0.022847,0.009046,0.001000,0.134562,0.014503,-0.023707,-0.089576,1.227133,0.038209,-0.014937,0.001000,0.167521,-0.019278,0.048727,-0.059394,1.211691,-0.068005,0.148236,0.001000,0.107859,-0.015063,0.022724,0.107553,1.899006,-0.037787,0.014880,0.001000,0.148824,-0.006976,0.058411,0.098140,2.765637,-0.065386,0.025555
30.000,-0.045759,1.618000,0.100000,0.083373,-0.011772,0.000000,0.000000,0.700000,-0.011772,0.028244,0.100000,0.159104,0.018006,0.008935,-0.097548,1.216437,0.009071,-0.009977,0.100000,0.199556,0.042283,0.000994,-0.089478,1.183742,0.041290,-0.045327,0.100000,0.122395,-0.002942,-0.048903,0.089478,1.857607,0.045960,-0.050430,0.100000,0.176612,-0.019344,0.041393,0.097548,2.702804,-0.060737,0.144727
31.000,-0.178390,1.587098,0.293459,0.106645,0.003261,-0.013761,-0.040172,0.700000,0.017022,-0.011490,0.293459,0.213484,0.002785,0.023664,-0.092039,1.205340,-0.020879,0.014116,0.293459,0.254769,-0.020784,-0.030421,-0.108647,1.156452,0.009637,-0.006509,0.293459,0.164605,0.003138,0.017421,0.064571,1.817743,-0.014284,0.009656,0.293459,0.226516,-0.007280,-0.013100,0.090677,2.642468,0.005820,-0.003932
32.000,-0.288247,1.559221,0.406809,0.121835,0.004032,0.008211,-0.076412,0.700000,-0.004179,0.002742,0.406809,0.249321,-0.001202,0.025927,-0.074185,1.195827,-0.027129,0.017784,0.406809,0.284972,-0.002795,0.028687,-0.114783,1.132114,-0.031482,0.020632,0.406809,0.190443,-0.008347,0.004844,0.034933,1.782305,-0.013190,0.008652,0.406809,0.256754,-0.003882,-0.018699,0.078279,2.589504,0.014817,-0.009719
33.000,-0.285525,1.537098,0.406809,0.121913,-0.003981,0.006117,-0.105172,0.700000,-0.010099,0.006570,0.406809,0.250462,-0.003821,0.023416,-0.046790,1.187816,-0.027237,0.017708,0.406809,0.286030,0.002162,-0.027432,-0.107341,1.112701,0.029594,-0.019238,0.406809,0.189971,-0.005258,-0.008677,0.003006,1.755284,0.003419,-0.002225,0.406809,0.259404,-0.005178,0.018710,0.061433,2.549022,-0.023888,0.015533
34.000,-0.208813,1.522894,0.293459,0.106879,-0.000646,-0.010499,-0.123637,0.700000,0.009853,-0.006404,0.293459,0.215667,-0.001833,0.021348,-0.013907,1.183206,-0.023181,0.015060,0.293459,0.254547,0.006274,0.012992,-0.087388,1.100844,-0.006718,0.004367,0.293459,0.165897,-0.003826,0.008811,-0.028628,1.738048,-0.012637,0.008214,0.293459,0.227172,0.000412,-0.021466,0.041446,2.523432,0.021878,-0.014215
35.000,-0.075183,1.518000,0.100000,0.083375,0.003226,0.001081,-0.130000,0.700000,0.002145,-0.001394,0.100000,0.159704,0.001307,0.012859,0.019748,1.181369,-0.011552,0.007508,0.100000,0.201034,0.002223,0.014475,-0.057461,1.096606,-0.012252,0.007963,0.100000,0.126580,0.001848,-0.008498,-0.057461,1.732179,0.010345,-0.006724,0.100000,0.178136,-0.002060,0.002065,0.019748,2.514724,-0.004125,0.002681
36.000,-0.075487,1.522894,0.001000,0.072391,-0.001057,0.006556,-0.123637,0.700000,-0.007614,0.004949,0.001000,0.134717,0.002711,-0.007637,0.049464,1.183002,0.010348,-0.006725,0.001000,0.177682,0.003209,-0.012641,-0.021248,1.100816,0.015850,-0.010300,0.001000,0.108424,0.001307,-0.004128,-0.081261,1.738197,0.005435,-0.003533,0.001000,0.156286,0.000353,-0.012799,-0.002217,2.523545,0.013152,-0.008547
37.000,-0.087644,1.537098,0.001000,0.072406,-0.002020,-0.004847,-0.105172,0.700000,0.002827,-0.001838,0.001000,0.134480,-0.002288,-0.002697,0.071196,1.188014,0.000408,-0.000265,0.001000,0.177638,-0.002234,0.016335,0.016870,1.113056,-0.018569,0.012066,0.001000,0.108368,-0.000598,-0.004323,-0.098242,1.755414,0.003725,-0.002421,0.001000,0.156269,-0.001128,0.014386,-0.023082,2.549122,-0.015514,0.010081
38.000,-0.039999,1.559221,0.001000,0.072422,0.002326,-0.003797,-0.076412,0.700000,0.006123,-0.003980,0.001000,0.134423,0.001952,0.004250,0.082110,1.195677,-0.002299,0.001494,0.001000,0.177163,-0.002534,0.003255,0.052344,1.132134,-0.005790,0.003763,0.001000,0.108510,0.000936,-0.010707,-0.107198,1.782661,0.011644,-0.007567,0.001000,0.156315,-0.000604,0.008779,-0.041649,2.589782,-0.009383,0.006098
39.000,-0.047670,1.587098,0.001000,0.072382,0.000761,0.006968,-0.040172,0.700000,-0.006208,0.004035,0.001000,0.134567,-0.002313,0.002063,0.080967,1.205426,-0.004376,0.002844,0.001000,0.177511,-0.002489,0.012138,0.081007,1.156588,-0.014627,0.009505,0.001000,0.108513,0.000140,-0.007533,-0.107588,1.817821,0.007673,-0.004987,0.001000,0.156237,-0.000561,0.004791,-0.056943,2.642530,-0.005352,0.003479
40.000,-0.111473,1.618000,0.100000,0.083378,-0.002926,-0.000000,-0.000000,0.700000,-0.002926,0.001902,0.100000,0.160400,0.002255,-0.013850,0.068261,1.216375,0.016105,-0.010465,0.100000,0.201518,0.000132,0.014064,0.099563,1.184030,-0.013931,0.009053,0.100000,0.126570,-0.000873,0.012132,-0.099563,1.857796,-0.013005,0.008452,0.100000,0.178812,-0.000918,0.011173,-0.068261,2.702957,-0.012091,0.007858
41.000,-0.250514,1.648902,0.293459,0.106941,0.000906,-0.010295,0.040172,0.700000,0.011202,-0.007280,0.293459,0.215719,0.000114,0.019419,0.046122,1.227180,-0.019305,0.012543,0.293459,0.255800,0.002393,-0.024075,0.105972,1.211665,0.026469,-0.017192,0.293459,0.165897,0.000592,-0.014010,-0.083935,1.898861,0.014603,-0.009490,0.293459,0.227251,-0.001415,0.016144,-0.075185,2.765518,-0.017559,0.011410
42.000,-0.103768,1.676779,0.406809,0.121896,0.003980,0.006391,0.076412,0.700000,-0.002411,0.001567,0.406809,0.250255,-0.003313,-0.008953,0.017983,1.236641,0.005641,-0.003666,0.406809,0.286567,-0.003297,-0.006018,0.099676,1.236916,0.002722,-0.001769,0.406809,0.190502,-0.000946,0.015165,-0.062097,1.937223,-0.016111,0.010469,0.406809,0.258853,0.001169,-0.015452,-0.077580,2.824147,0.016621,-0.010800
43.000,-0.068783,1.698902,0.406809,0.121875,-0.003454,0.008159,0.105172,0.700000,-0.011613,0.007547,0.406809,0.251196,0.004711,-0.001609,-0.011930,1.244467,0.006319,-0.004107,0.406809,0.288381,-0.005023,0.012047,0.081644,1.257107,-0.017070,0.011092,0.406809,0.189632,0.001686,-0.012672,-0.035896,1.967958,0.014358,-0.009331,0.406809,0.259437,-0.000460,0.004803,-0.075571,2.871684,-0.005263,0.003421
44.000,-0.131989,1.713106,0.293459,0.106934,-0.001656,-0.009685,0.123637,0.700000,0.008029,-0.005218,0.293459,0.216093,-0.003931,-0.003737,-0.039217,1.249513,-0.000194,0.000126,0.293459,0.253639,-0.003198,-0.013896,0.054236,1.270434,0.010698,-0.006953,0.293459,0.165235,0.000986,0.001277,-0.007476,1.988384,-0.000290,0.000189,0.293459,0.227008,0.001818,-0.022480,-0.069512,2.903156,0.024298,-0.015784
45.000,-0.120278,1.718000,0.100000,0.083378,0.003254,-0.001081,0.130000,0.700000,0.004335,-0.002818,0.100000,0.159826,-0.000183,0.015142,-0.059934,1.251364,-0.015325,0.009959,0.100000,0.201144,0.001664,0.014532,0.020900,1.274848,-0.012868,0.008363,0.100000,0.126499,0.000438,-0.012463,0.020900,1.994979,0.012901,-0.008384,0.100000,0.178395,-0.002147,0.011057,-0.059934,2.913687,-0.013203,0.008581
46.000,-0.019931,1.713106,0.001000,0.072389,-0.000432,0.007108,0.123637,0.700000,-0.007540,0.004901,0.001000,0.134603,0.003016,0.002453,-0.071159,1.249612,0.000563,-0.000366,0.001000,0.177415,0.004654,0.007132,-0.014263,1.270357,-0.002477,0.001610,0.001000,0.108427,0.001742,0.002612,0.047034,1.988126,-0.000871,0.000566,0.001000,0.155988,0.001959,-0.002676,-0.047503,2.902935,0.004635,-0.003013
47.000,-0.018357,1.698902,0.001000,0.072421,-0.002395,-0.003618,0.105172,0.700000,0.001223,-0.000795,0.001000,0.134666,0.003639,0.001109,-0.071401,1.244644,0.002530,-0.001645,0.001000,0.177428,-0.005761,0.008879,-0.046997,1.257253,-0.014640,0.009514,0.001000,0.108535,0.003486,-0.000267,0.068963,1.967935,0.003753,-0.002440,0.001000,0.156170,-0.003912,-0.003602,-0.032971,2.871664,-0.000310,0.000202
48.000,-0.052382,1.676779,0.001000,0.072417,0.002089,-0.004691,0.076412,0.700000,0.006781,-0.004407,0.001000,0.134483,0.002665,0.010234,-0.060798,1.236917,-0.007569,0.004919,0.001000,0.177693,0.014400,0.013471,-0.073413,1.236974,0.000929,-0.000604,0.001000,0.108521,-0.005726,-0.000629,0.085103,1.937025,-0.005096,0.003313,0.001000,0.156195,0.005295,-0.004675,-0.017130,2.823981,0.009970,-0.006480
